order_id,order_date,region,category,salesperson,quantity,unit_price,sales_amount,profit
S0364,2025-11-15,华东,办公用品,赵敏,26,408.0,10342.8,1324.35
S0365,2025-11-12,华东,办公用品,赵敏,27,288.0,7581.6,997.45
S0366,2025-11-16,华东,办公用品,陈晨,17,375.0,6215.62,769.32
S0367,2025-11-09,华东,家具,张伟,15,699.0,14993.55,1702.37
S0368,2025-11-04,华东,家具,刘洋,6,322.0,2762.76,661.69
S0369,2025-11-15,华东,家具,张伟,13,179.0,3327.61,781.55
S0370,2025-11-07,华南,电子产品,李娜,9,360.0,5216.4,1459.14
S0371,2025-11-10,华南,电子产品,赵敏,38,190.0,11624.2,1912.88
S0372,2025-11-16,华南,电子产品,张伟,35,751.0,42318.85,11686.95
S0373,2025-11-06,华南,办公用品,李娜,37,179.0,5712.34,1360.38
S0374,2025-11-11,华南,办公用品,张伟,21,717.0,12986.66,2762.14
S0375,2025-11-04,华南,办公用品,王强,29,679.0,16983.49,1957.71
S0376,2025-11-08,华南,家具,陈晨,22,477.0,13274.91,2391.52
S0377,2025-11-01,华南,家具,刘洋,32,549.0,22223.52,6187.21
S0378,2025-11-17,华南,家具,陈晨,6,451.0,3423.09,339.02
S0379,2025-11-08,华北,电子产品,王强,9,783.0,9372.51,1346.5
S0380,2025-11-09,华北,电子产品,陈晨,11,385.0,5632.55,508.53
S0381,2025-11-17,华北,电子产品,陈晨,31,334.0,13770.82,3270.47
S0382,2025-11-10,华北,办公用品,李娜,36,671.0,17211.15,2811.15
S0383,2025-11-05,华北,办公用品,王强,13,619.0,5733.49,1377.63
S0384,2025-11-14,华北,办公用品,刘洋,12,722.0,6173.1,671.52
S0385,2025-11-08,华北,家具,赵敏,37,149.0,5761.09,637.78
S0386,2025-11-06,华北,家具,张伟,14,128.0,1872.64,169.59
S0387,2025-11-03,华北,家具,张伟,8,394.0,3293.84,773.8
S0388,2025-11-09,西南,电子产品,李娜,16,549.0,9838.08,2406.64
S0389,2025-11-07,西南,电子产品,陈晨,5,185.0,1036.0,261.24
S0390,2025-11-02,西南,电子产品,张伟,24,468.0,12579.84,3067.47
S0391,2025-11-15,西南,办公用品,李娜,19,364.0,4149.6,944.28
S0392,2025-11-13,西南,办公用品,陈晨,16,621.0,5961.6,1078.07
S0393,2025-11-10,西南,办公用品,李娜,30,414.0,7452.0,1144.48
S0394,2025-11-24,西南,家具,张伟,26,230.0,5262.4,1211.92
S0395,2025-11-04,西南,家具,李娜,31,141.0,3846.48,443.34
S0396,2025-11-17,西南,家具,刘洋,6,672.0,3548.16,566.65
S0397,2025-12-05,华东,电子产品,王强,34,178.0,11014.64,2320.87
S0398,2025-12-23,华东,电子产品,刘洋,37,362.0,24377.08,6216.57
S0399,2025-12-15,华东,电子产品,李娜,38,708.0,48965.28,5800.43
S0400,2025-12-07,华东,办公用品,陈晨,21,552.0,11302.2,1557.63
S0401,2025-12-10,华东,办公用品,陈晨,5,487.0,2374.12,451.52
S0402,2025-12-13,华东,办公用品,张伟,17,591.0,9795.83,835.74
S0403,2025-12-15,华东,家具,李娜,37,513.0,27142.83,4810.75
S0404,2025-12-03,华东,家具,陈晨,15,381.0,8172.45,1892.59
S0405,2025-12-19,华东,家具,李娜,17,484.0,11766.04,1848.14
S0406,2025-12-11,华南,电子产品,赵敏,9,455.0,6592.95,942.46
S0407,2025-12-09,华南,电子产品,张伟,27,567.0,24647.49,2297.54
S0408,2025-12-19,华南,电子产品,赵敏,5,232.0,1867.6,483.53
S0409,2025-12-03,华南,办公用品,王强,32,203.0,5602.8,1445.82
S0410,2025-12-12,华南,办公用品,张伟,34,422.0,12375.15,3305.51
S0411,2025-12-12,华南,办公用品,李娜,16,234.0,3229.2,636.65
S0412,2025-12-22,华南,家具,张伟,15,569.0,10796.78,1326.04
S0413,2025-12-13,华南,家具,李娜,19,229.0,5504.02,905.67
S0414,2025-12-05,华南,家具,李娜,7,176.0,1558.48,392.82
S0415,2025-12-13,华北,电子产品,王强,17,339.0,7664.79,697.91
S0416,2025-12-11,华北,电子产品,李娜,16,270.0,5745.6,1161.17
S0417,2025-12-17,华北,电子产品,张伟,33,719.0,31556.91,8392.03
S0418,2025-12-12,华北,办公用品,赵敏,31,157.0,3467.74,357.4
S0419,2025-12-24,华北,办公用品,陈晨,19,167.0,2260.76,566.27
S0420,2025-12-04,华北,办公用品,刘洋,8,670.0,3819.0,707.33
S0421,2025-12-02,华北,家具,李娜,20,111.0,2319.9,371.77
S0422,2025-12-22,华北,家具,陈晨,21,763.0,16744.03,3271.32
S0423,2025-12-08,华北,家具,王强,37,202.0,7810.33,2153.52
S0424,2025-12-23,西南,电子产品,王强,23,435.0,11205.6,3072.32
S0425,2025-12-12,西南,电子产品,张伟,33,366.0,13527.36,2664.22
S0426,2025-12-24,西南,电子产品,张伟,27,311.0,9404.64,1115.78
S0427,2025-12-14,西南,办公用品,王强,32,703.0,13497.6,2670.72
S0428,2025-12-20,西南,办公用品,赵敏,28,374.0,6283.2,1044.92
S0429,2025-12-18,西南,办公用品,王强,18,747.0,8067.6,2150.47
S0430,2025-12-24,西南,家具,赵敏,32,317.0,8926.72,1519.41
S0431,2025-12-09,西南,家具,赵敏,18,412.0,6526.08,1381.9
S0432,2025-12-02,西南,家具,王强,17,310.0,4637.6,691.68
